passenger_count,trip_distance,fare_amount,extra,tip_amount,total_amount,duration,pickupday,isholiday,LaGuardia Airport,Lower Manhattan,Midtown,Upper East Side,demand
1,2.36,10.0,1.0,2.2,14.0,10.0,14,0,0,1,0,0,1
1,1.1,5.5,0.5,1.2,8.0,4.000000000000001,9,0,0,1,0,0,1
1,2.24,9.5,0.5,2.0,12.8,8.000000000000002,16,0,0,1,0,0,1
1,1.4,7.0,0.0,1.56,9.36,6.0,19,1,0,1,0,0,1
1,2.01,10.0,0.0,1.0,11.8,13.0,2,0,0,1,0,0,1
1,0.8,5.0,0.0,0.0,5.8,4.000000000000001,23,0,0,1,0,0,1
1,2.1,11.0,0.0,0.0,11.8,14.0,25,0,0,1,0,0,1
6,1.14,6.0,0.0,1.0,7.8,5.0,1,1,0,1,0,0,0
1,1.9,8.5,0.0,0.0,9.3,9.0,5,0,0,1,0,0,1
1,0.93,5.5,0.0,1.38,7.68,6.0,7,0,0,1,0,0,1
1,2.8,11.5,0.5,2.55,15.35,12.0,8,0,0,1,0,0,1
2,3.15,14.0,0.0,2.8,17.6,16.000000000000004,11,0,0,1,0,0,1
2,6.0,21.5,0.0,4.45,26.75,23.0,17,0,0,1,0,0,1
1,0.8,5.0,0.0,1.15,6.95,4.000000000000001,7,0,0,1,0,0,1
1,0.9,8.0,1.0,1.95,11.75,10.0,7,0,0,1,0,0,1
1,7.48,24.0,0.0,4.0,28.8,23.0,24,0,0,1,0,0,1
5,1.03,5.0,0.5,0.0,6.3,3.0,17,0,0,1,0,0,0
1,1.4,9.0,0.0,0.0,9.8,11.0,12,0,0,1,0,0,1
1,2.1,10.0,1.0,2.36,14.16,11.0,12,0,0,1,0,0,1
2,2.3,9.5,0.0,2.05,12.35,10.0,24,0,0,1,0,0,1
1,2.0,9.0,1.0,0.0,10.8,10.0,29,0,0,1,0,0,1
5,0.95,5.0,0.5,0.0,6.3,3.0,11,0,0,1,0,0,0
1,1.03,6.0,0.0,1.36,8.16,5.0,25,0,0,1,0,0,1
3,1.22,6.0,0.0,1.2,8.0,6.0,21,0,0,1,0,0,2
1,2.91,11.5,0.5,1.0,13.8,12.0,23,0,0,1,0,0,1
2,4.98,15.5,0.5,0.0,16.8,10.0,28,0,0,1,0,0,1
2,2.08,9.0,0.0,0.0,9.8,10.0,4,0,0,1,0,0,1
1,2.23,11.5,0.0,0.0,12.3,16.000000000000004,2,0,0,1,0,0,1
5,2.27,9.0,0.0,2.7,12.5,8.000000000000002,2,0,0,1,0,0,0
5,2.84,17.0,0.0,4.25,22.05,25.0,13,0,0,1,0,0,0
1,1.4,6.5,0.0,1.45,8.75,6.0,18,0,0,1,0,0,1
1,3.3,15.0,0.0,4.7,20.5,20.0,13,0,0,1,0,0,1
1,1.63,8.5,0.5,0.88,10.68,8.000000000000002,5,0,0,1,0,0,1
2,1.46,6.5,0.0,1.3,8.6,6.0,18,0,0,1,0,0,1
1,1.6,7.0,0.0,0.0,7.8,6.0,17,0,0,1,0,0,1
3,1.56,7.0,0.0,2.34,10.14,6.0,31,0,0,1,0,0,2
1,2.57,10.5,0.0,2.26,13.56,12.0,21,0,0,1,0,0,1
1,5.27,18.5,0.0,0.0,19.3,18.0,10,0,0,1,0,0,1
1,1.0,5.5,0.0,0.0,6.3,4.000000000000001,9,0,0,1,0,0,1
1,3.3,11.5,0.5,2.56,15.36,8.000000000000002,22,0,0,1,0,0,1
1,2.2,12.0,0.0,2.55,15.35,16.000000000000004,25,0,0,1,0,0,1
3,5.4,18.5,0.0,0.0,19.3,18.0,3,0,0,1,0,0,2
1,1.5,8.5,0.0,0.0,9.3,10.0,30,0,0,1,0,0,1
1,1.1,6.0,0.0,2.0,8.8,5.0,11,0,0,1,0,0,1
2,6.75,22.0,0.0,2.2,25.0,21.0,15,0,0,1,0,0,1
1,3.22,11.0,0.0,0.0,11.8,17.000000000000004,30,0,0,1,0,0,1
3,0.45,3.5,0.5,0.8,5.6,1.0000000000000002,17,0,0,1,0,0,2
1,2.8,14.0,0.0,1.5,16.3,20.0,6,0,0,1,0,0,1
2,12.3,35.0,0.0,5.0,43.24,21.0,2,0,0,1,0,0,1
1,2.36,10.5,0.5,2.2,14.0,12.0,11,0,0,1,0,0,1
1,1.1,6.0,0.0,0.0,6.8,5.0,1,1,0,1,0,0,1
1,0.8,5.0,0.5,0.0,6.3,4.000000000000001,31,0,0,1,0,0,1
1,3.3,15.0,0.0,1.0,16.8,19.0,16,0,0,1,0,0,1
6,2.02,10.5,0.0,1.75,13.05,14.0,12,0,0,1,0,0,0
1,1.1,5.5,0.0,0.0,6.3,5.0,2,0,0,1,0,0,1
1,1.25,6.5,0.0,0.0,7.3,6.0,7,0,0,1,0,0,1
1,1.1,6.0,0.0,1.0,7.8,5.0,5,0,0,1,0,0,1
4,2.42,10.5,0.0,2.26,13.56,11.0,23,0,0,1,0,0,2
1,2.92,12.0,0.5,0.0,13.3,11.0,1,1,0,1,0,0,1
3,0.3,3.5,0.0,1.0,5.3,2.0000000000000004,17,0,0,1,0,0,2
1,1.8,8.0,1.0,1.96,11.76,8.000000000000002,23,0,0,1,0,0,1
1,3.4,14.5,1.0,0.0,16.3,19.0,16,0,0,1,0,0,1
1,1.17,6.0,0.5,0.0,7.3,4.000000000000001,29,0,0,1,0,0,1
5,1.92,9.5,0.0,2.38,12.68,11.0,12,0,0,1,0,0,0
1,1.0,7.5,0.5,1.4,10.2,9.0,31,0,0,1,0,0,1
5,3.96,15.5,0.0,3.26,19.56,17.000000000000004,23,0,0,1,0,0,0
6,5.41,20.0,0.0,2.0,22.8,19.0,19,1,0,1,0,0,0
2,1.26,7.0,0.0,0.0,7.8,7.0,26,0,0,1,0,0,1
1,4.2,16.5,0.5,3.55,21.35,17.000000000000004,9,0,0,1,0,0,1
1,2.4,14.0,0.0,0.0,14.8,19.0,22,0,0,1,0,0,1
1,2.1,9.0,0.5,0.0,10.3,9.0,26,0,0,1,0,0,1
1,0.0,18.5,0.5,0.0,19.8,0.0,26,0,0,1,0,0,1
1,1.69,9.5,0.0,1.0,11.3,12.0,8,0,0,1,0,0,1
1,2.32,10.0,0.5,3.0,14.3,11.0,29,0,0,1,0,0,1
1,4.2,17.5,1.0,0.0,19.3,19.0,22,0,0,1,0,0,1
1,1.76,8.0,0.0,0.0,8.8,7.0,1,1,0,1,0,0,1
1,0.67,4.5,1.0,1.65,7.95,2.0000000000000004,5,0,0,1,0,0,1
1,3.7,17.0,0.0,0.0,17.8,24.0,28,0,0,1,0,0,1
1,2.3,11.0,0.0,0.0,11.8,13.0,12,0,0,1,0,0,1
5,0.57,3.5,0.0,0.0,4.3,2.0000000000000004,13,0,0,1,0,0,0
1,1.46,6.5,1.0,0.0,8.3,5.0,20,0,0,1,0,0,1
1,2.18,12.5,0.0,3.12,16.42,16.000000000000004,7,0,0,1,0,0,1
1,1.55,8.5,0.0,0.0,9.3,11.0,16,0,0,1,0,0,1
1,2.08,9.5,0.0,1.0,11.3,9.0,10,0,0,1,0,0,1
5,1.33,10.0,0.0,2.0,12.8,15.0,6,0,0,1,0,0,0
1,1.71,9.5,0.0,1.0,11.3,12.0,28,0,0,1,0,0,1
1,9.2,28.0,0.5,8.65,43.28,22.0,20,0,0,1,0,0,1
1,1.22,6.0,0.0,1.2,8.0,5.0,3,0,0,1,0,0,1
6,2.97,10.5,0.5,2.2,14.0,10.0,3,0,0,1,0,0,0
1,0.78,5.0,0.0,0.0,5.8,5.0,15,0,0,1,0,0,1
1,0.83,4.5,0.0,0.0,5.3,3.0,8,0,0,1,0,0,1
1,0.54,3.5,0.5,0.0,4.8,2.0000000000000004,30,0,0,1,0,0,1
3,6.72,20.0,0.5,0.0,21.3,12.0,19,1,0,1,0,0,2
1,0.6,4.5,0.0,0.0,5.3,4.000000000000001,29,0,0,1,0,0,1
1,1.2,6.0,0.0,1.0,7.8,5.0,22,0,0,1,0,0,1
1,2.3,11.5,0.0,2.45,14.75,15.0,22,0,0,1,0,0,1
1,0.6,5.0,0.0,1.0,6.8,5.0,6,0,0,1,0,0,1
1,0.3,3.5,1.0,0.7,6.0,2.0000000000000004,6,0,0,1,0,0,1
1,9.99,41.0,1.0,5.0,47.8,54.0,12,0,0,1,0,0,1
1,3.3,11.0,0.5,3.0,15.3,9.0,11,0,0,1,0,0,1
1,1.7,8.0,0.5,1.85,11.15,7.0,29,0,0,1,0,0,1
1,0.3,4.0,0.5,0.0,5.3,3.0,30,0,0,1,0,0,1
1,2.0,9.0,0.0,2.0,11.8,9.0,1,1,0,1,0,0,1
1,7.3,26.0,0.0,3.0,29.8,26.0,31,0,0,1,0,0,1
1,1.3,7.0,0.0,1.95,9.75,7.0,19,1,0,1,0,0,1
1,7.2,30.0,0.0,0.0,30.8,41.0,24,0,0,1,0,0,1
1,1.5,8.0,1.0,0.0,9.8,8.000000000000002,12,0,0,1,0,0,1
2,4.94,29.0,0.0,5.8,35.6,50.0,9,0,0,1,0,0,1
1,1.0,5.0,0.5,1.25,7.55,2.0000000000000004,9,0,0,1,0,0,1
1,0.8,6.0,0.0,0.0,6.8,6.0,13,0,0,1,0,0,1
1,9.17,33.0,0.0,8.25,42.05,1431.0,16,0,0,1,0,0,1
1,1.7,9.0,1.0,0.0,10.8,10.0,13,0,0,1,0,0,1
1,1.09,6.5,0.5,0.0,7.8,6.0,9,0,0,1,0,0,1
1,0.92,5.0,0.0,0.0,5.8,4.000000000000001,4,0,0,1,0,0,1
1,1.1,7.0,0.0,1.56,9.36,7.0,10,0,0,1,0,0,1
6,4.07,18.0,0.0,3.76,22.56,24.0,23,0,0,1,0,0,0
1,3.7,13.5,0.5,0.0,14.8,10.0,4,0,0,1,0,0,1
3,0.84,4.5,1.0,1.1,7.4,3.0,7,0,0,1,0,0,2
2,1.03,6.5,0.0,1.95,9.25,7.0,24,0,0,1,0,0,1
1,1.22,6.0,0.5,3.0,10.3,6.0,24,0,0,1,0,0,1
1,0.5,4.0,0.0,1.0,5.8,3.0,1,1,0,1,0,0,1
1,1.39,6.0,0.5,0.0,7.3,4.000000000000001,31,0,0,1,0,0,1
1,3.43,15.5,0.0,0.0,16.3,19.0,9,0,0,1,0,0,1
1,2.8,12.5,0.0,0.0,13.3,13.0,31,0,0,1,0,0,1
1,1.1,6.0,0.0,0.0,6.8,5.0,25,0,0,1,0,0,1
1,3.07,11.0,0.0,2.2,14.0,10.0,18,0,0,1,0,0,1
1,0.8,5.5,0.0,1.0,7.3,5.0,30,0,0,1,0,0,1
1,1.5,8.0,1.0,2.45,12.25,8.000000000000002,13,0,0,1,0,0,1
1,1.5,11.5,0.0,2.45,14.75,16.000000000000004,22,0,0,1,0,0,1
1,1.12,6.5,1.0,1.66,9.96,7.0,28,0,0,1,0,0,1
1,2.4,9.5,0.5,0.0,10.8,9.0,18,0,0,1,0,0,1
2,0.5,6.0,0.0,0.0,6.8,7.0,29,0,0,1,0,0,1
1,1.89,7.5,0.5,1.76,10.56,6.0,28,0,0,1,0,0,1
1,2.9,17.5,0.0,1.0,19.3,26.0,7,0,0,1,0,0,1
1,1.4,6.2,0.0,1.0,8.0,6.0,1,1,0,1,0,0,1
1,5.7,19.5,0.5,0.0,20.8,20.0,31,0,0,1,0,0,1
1,1.93,8.5,0.0,1.7,11.0,9.0,31,0,0,1,0,0,1
5,3.74,18.0,0.0,5.4,24.2,24.0,30,0,0,1,0,0,0
2,2.1,8.0,0.5,1.0,10.3,7.0,27,0,0,1,0,0,1
1,0.9,5.5,0.0,1.26,7.56,5.0,31,0,0,1,0,0,1
1,0.6,4.5,0.5,1.0,6.8,4.000000000000001,1,1,0,1,0,0,1
1,1.62,7.5,0.5,1.2,10.0,6.0,24,0,0,1,0,0,1
1,0.92,5.0,0.5,1.38,7.68,4.000000000000001,5,0,0,1,0,0,1
3,1.98,9.0,0.0,0.0,9.8,9.0,2,0,0,1,0,0,2
5,2.56,11.0,0.5,2.0,14.3,11.0,11,0,0,1,0,0,0
2,0.54,4.5,1.0,1.1,7.4,4.000000000000001,16,0,0,1,0,0,1
1,1.15,6.0,0.5,0.0,7.3,5.0,29,0,0,1,0,0,1
1,1.7,9.5,1.0,2.26,13.56,12.0,28,0,0,1,0,0,1
2,8.3,28.0,0.0,7.0,35.8,28.0,18,0,0,1,0,0,1
1,3.02,11.0,0.0,0.0,11.8,10.0,12,0,0,1,0,0,1
1,7.7,33.5,0.0,0.0,34.3,52.0,9,0,0,1,0,0,1
2,2.9,11.2,0.0,2.4,14.4,11.0,1,1,0,1,0,0,1
1,0.7,5.0,0.0,1.45,7.25,5.0,18,0,0,1,0,0,1
1,0.95,5.5,0.0,0.0,6.3,6.0,16,0,0,1,0,0,1
1,0.6,4.5,0.0,0.0,5.3,3.0,6,0,0,1,0,0,1
1,1.2,7.5,0.0,0.0,8.3,7.0,5,0,0,1,0,0,1
1,5.0,19.0,0.0,2.5,22.3,21.0,2,0,0,1,0,0,1
2,2.72,11.5,0.0,2.3,14.6,13.0,10,0,0,1,0,0,1
2,1.63,8.0,0.0,1.6,10.4,8.000000000000002,8,0,0,1,0,0,1
1,2.8,13.0,1.0,0.0,14.8,17.000000000000004,9,0,0,1,0,0,1
3,2.7,10.5,1.0,0.0,12.3,10.0,22,0,0,1,0,0,2
2,2.1,12.0,0.0,2.55,15.35,16.000000000000004,31,0,0,1,0,0,1
2,1.83,10.0,0.0,1.0,11.8,12.0,3,0,0,1,0,0,1
1,1.33,7.0,0.5,1.66,9.96,7.0,30,0,0,1,0,0,1
1,4.1,14.5,0.5,3.16,18.96,10.0,11,0,0,1,0,0,1
2,0.62,4.5,1.0,1.0,7.3,3.0,22,0,0,1,0,0,1
1,1.1,5.0,0.5,0.0,6.3,4.000000000000001,15,0,0,1,0,0,1
2,0.64,4.5,0.5,0.0,5.8,2.0000000000000004,14,0,0,1,0,0,1
1,0.7,5.5,1.0,1.0,8.3,4.000000000000001,7,0,0,1,0,0,1
1,4.1,15.5,0.0,3.25,19.55,17.000000000000004,10,0,0,1,0,0,1
1,1.38,7.0,0.5,0.0,8.3,5.0,1,1,0,1,0,0,1
2,1.99,9.5,1.0,2.26,13.56,11.0,20,0,0,1,0,0,1
1,1.74,8.5,0.5,2.25,12.05,8.000000000000002,4,0,0,1,0,0,1
1,1.53,8.5,1.0,0.0,10.3,9.0,28,0,0,1,0,0,1
4,1.9,8.5,0.5,0.0,9.8,8.000000000000002,16,0,0,1,0,0,2
1,0.3,3.0,0.0,0.0,3.8,1.0000000000000002,18,0,0,1,0,0,1
1,1.1,6.0,1.0,1.55,9.35,6.0,30,0,0,1,0,0,1
2,3.19,11.5,0.5,0.0,12.8,9.0,28,0,0,1,0,0,1
1,1.56,9.5,0.0,0.0,10.3,12.0,30,0,0,1,0,0,1
0,6.6,26.0,0.0,0.0,26.8,32.00000000000001,19,1,0,1,0,0,1
1,3.64,16.5,0.0,4.32,21.62,22.0,30,0,0,1,0,0,1
3,19.72,52.0,0.0,11.63,69.76,40.0,20,0,0,1,0,0,2
1,3.3,20.5,0.0,0.0,21.3,32.00000000000001,6,0,0,1,0,0,1
5,2.21,11.0,0.0,0.0,11.8,14.0,25,0,0,1,0,0,0
1,1.3,6.5,0.0,1.0,8.3,6.0,7,0,0,1,0,0,1
5,2.36,11.0,1.0,2.56,15.36,13.0,20,0,0,1,0,0,0
1,4.67,16.0,0.0,0.0,16.8,15.0,5,0,0,1,0,0,1
1,0.67,5.0,1.0,1.0,7.8,4.000000000000001,7,0,0,1,0,0,1
1,0.73,4.5,0.5,1.16,6.96,3.0,24,0,0,1,0,0,1
1,1.36,8.5,0.0,0.0,9.3,11.0,11,0,0,1,0,0,1
2,4.6,20.0,0.0,0.0,20.8,26.0,20,0,0,1,0,0,1
1,2.0,11.0,0.0,2.35,14.15,14.0,10,0,0,1,0,0,1
1,3.18,17.0,0.0,3.4,21.2,24.0,8,0,0,1,0,0,1
2,0.64,4.0,0.5,0.0,5.3,2.0000000000000004,17,0,0,1,0,0,1
1,3.9,15.0,0.0,3.15,18.95,18.0,24,0,0,1,0,0,1
1,0.74,4.0,0.0,0.0,4.8,3.0,25,0,0,1,0,0,1
1,2.0,9.0,0.0,2.37,12.17,9.0,3,0,0,1,0,0,1
1,0.91,6.0,0.0,1.5,8.3,6.0,7,0,0,1,0,0,1
2,0.91,5.5,0.0,1.1,7.4,5.0,18,0,0,1,0,0,1
1,0.6,3.5,0.5,0.8,5.6,1.0000000000000002,2,0,0,1,0,0,1
1,2.0,10.0,0.0,0.0,10.8,11.0,5,0,0,1,0,0,1
1,0.0,22.0,0.0,0.0,22.3,1.0000000000000002,11,0,0,1,0,0,1
1,1.48,6.5,0.5,1.0,8.8,5.0,25,0,0,1,0,0,1
1,2.1,9.5,0.0,0.0,10.3,10.0,31,0,0,1,0,0,1
1,1.5,8.5,0.0,1.85,11.15,10.0,17,0,0,1,0,0,1
3,3.5,17.5,0.0,4.57,22.87,24.0,20,0,0,1,0,0,2
2,4.9,16.5,0.5,3.5,21.3,17.000000000000004,3,0,0,1,0,0,1
1,0.4,4.0,0.5,0.9,6.2,3.0,1,1,0,1,0,0,1
5,1.53,12.0,0.0,2.5,15.3,18.0,15,0,0,1,0,0,0
1,1.55,6.0,0.0,1.2,8.0,3.0,14,0,0,1,0,0,1
1,2.9,11.5,1.0,0.0,13.3,12.0,21,0,0,1,0,0,1
5,1.66,8.5,0.0,1.7,11.0,10.0,20,0,0,1,0,0,0
1,5.6,19.0,0.0,3.95,23.75,17.000000000000004,18,0,0,1,0,0,1
1,2.98,15.0,0.0,0.0,15.8,20.0,7,0,0,1,0,0,1
5,1.36,8.5,0.0,2.55,11.85,10.0,16,0,0,1,0,0,0
6,4.54,16.0,0.5,3.3,20.6,16.000000000000004,10,0,0,1,0,0,0
1,7.4,28.0,0.5,5.85,35.15,28.0,30,0,0,1,0,0,1
2,1.76,7.5,1.0,2.0,11.3,7.0,27,0,0,1,0,0,1
1,1.18,6.0,0.0,0.0,6.8,6.0,10,0,0,1,0,0,1
1,1.7,9.0,0.0,0.0,9.8,9.0,31,0,0,1,0,0,1
3,2.3,12.0,1.0,0.0,13.8,15.0,23,0,0,1,0,0,2
1,3.9,16.0,0.0,0.0,16.8,19.0,8,0,0,1,0,0,1
1,1.2,7.0,0.0,1.56,9.36,7.0,30,0,0,1,0,0,1
2,2.2,13.0,0.0,2.75,16.55,17.000000000000004,8,0,0,1,0,0,1
1,1.53,8.0,0.0,1.76,10.56,8.000000000000002,28,0,0,1,0,0,1
1,2.6,14.0,0.0,0.0,14.8,19.0,14,0,0,1,0,0,1
1,4.17,16.0,0.5,0.0,17.3,19.0,16,0,0,1,0,0,1
1,2.65,11.5,1.0,0.0,13.3,14.0,23,0,0,1,0,0,1
1,0.6,4.5,0.5,0.0,5.8,4.000000000000001,1,1,0,1,0,0,1
1,2.2,10.0,1.0,1.0,12.8,13.0,5,0,0,1,0,0,1
2,2.8,11.5,0.5,0.0,12.8,13.0,31,0,0,1,0,0,1
1,19.4,52.0,0.0,11.62,69.75,49.0,30,0,0,1,0,0,1
4,1.4,7.0,0.5,0.0,8.3,6.0,4,0,0,1,0,0,2
1,1.58,6.5,0.5,0.0,7.8,6.0,27,0,0,1,0,0,1
1,1.1,7.5,0.0,1.25,9.55,9.0,6,0,0,1,0,0,1
1,1.4,7.0,1.0,0.0,8.8,6.0,22,0,0,1,0,0,1
1,0.9,4.5,0.0,1.06,6.36,3.0,25,0,0,1,0,0,1
1,5.7,18.0,0.0,2.0,20.8,11.0,31,0,0,1,0,0,1
1,2.7,11.5,0.0,2.0,14.3,12.0,20,0,0,1,0,0,1
1,0.86,5.0,0.0,0.75,6.55,5.0,22,0,0,1,0,0,1
2,3.57,15.5,0.0,3.88,20.18,18.0,10,0,0,1,0,0,1
3,4.0,15.5,0.0,0.0,16.3,16.000000000000004,17,0,0,1,0,0,2
1,2.1,11.5,0.0,3.05,15.35,14.0,10,0,0,1,0,0,1
1,0.36,4.0,1.0,1.16,6.96,3.0,23,0,0,1,0,0,1
1,4.3,14.0,0.0,2.0,16.8,10.0,9,0,0,1,0,0,1
1,0.0,13.5,0.0,1.2,15.0,0.0,15,0,0,1,0,0,1
2,1.64,8.0,0.5,1.28,10.58,8.000000000000002,22,0,0,1,0,0,1
1,0.72,4.5,0.0,0.0,5.3,3.0,1,1,0,1,0,0,1
1,3.2,14.0,1.0,0.0,15.8,16.000000000000004,21,0,0,1,0,0,1
1,18.8,52.0,0.0,11.62,69.75,37.0,28,0,0,1,0,0,1
1,0.9,5.5,0.0,0.0,6.3,5.0,31,0,0,1,0,0,1
1,0.7,5.5,1.0,0.0,7.3,4.000000000000001,9,0,0,1,0,0,1
1,0.59,3.5,1.0,1.06,6.36,2.0000000000000004,22,0,0,1,0,0,1
1,0.72,5.5,0.0,1.0,7.3,6.0,23,0,0,1,0,0,1
1,1.0,7.0,0.5,0.0,8.3,8.000000000000002,22,0,0,1,0,0,1
1,1.8,10.0,0.0,2.15,12.95,12.0,19,1,0,1,0,0,1
2,0.7,4.5,1.0,0.0,6.3,3.0,6,0,0,1,0,0,1
1,1.6,8.0,0.0,0.0,8.8,8.000000000000002,25,0,0,1,0,0,1
2,1.2,6.0,0.0,1.0,7.8,4.000000000000001,25,0,0,1,0,0,1
1,11.48,32.5,0.0,5.0,40.74,21.0,23,0,0,1,0,0,1
5,1.18,6.5,0.0,1.3,8.6,6.0,5,0,0,1,0,0,0
1,1.89,8.5,1.0,1.0,11.3,8.000000000000002,12,0,0,1,0,0,1
1,2.8,10.0,0.5,0.0,11.3,7.0,20,0,0,1,0,0,1
2,1.16,6.0,0.5,1.3,8.6,4.000000000000001,11,0,0,1,0,0,1
1,1.54,8.0,0.0,0.0,8.8,7.0,10,0,0,1,0,0,1
1,1.46,9.5,0.0,1.0,11.3,12.0,15,0,0,1,0,0,1
1,1.6,8.0,0.0,1.75,10.55,8.000000000000002,29,0,0,1,0,0,1
1,1.4,11.5,0.0,2.46,14.76,17.000000000000004,29,0,0,1,0,0,1
1,6.14,24.5,0.0,6.32,31.62,32.00000000000001,21,0,0,1,0,0,1
1,1.64,8.5,0.0,1.0,10.3,10.0,6,0,0,1,0,0,1
1,1.5,7.5,1.0,2.12,11.42,7.0,8,0,0,1,0,0,1
1,4.5,17.0,0.0,0.0,17.8,19.0,5,0,0,1,0,0,1
1,0.8,6.0,1.0,0.0,7.8,7.0,28,0,0,1,0,0,1
1,1.1,5.5,1.0,2.19,9.49,4.000000000000001,30,0,0,1,0,0,1
1,3.58,21.5,1.0,0.0,23.3,34.00000000000001,29,0,0,1,0,0,1
1,2.43,10.5,0.0,2.0,13.3,11.0,10,0,0,1,0,0,1
1,1.73,8.0,0.0,0.0,8.8,8.000000000000002,22,0,0,1,0,0,1
3,0.5,4.0,0.0,0.0,4.8,3.0,14,0,0,1,0,0,2
5,1.64,7.5,0.0,0.0,8.3,8.000000000000002,3,0,0,1,0,0,0
1,0.6,4.5,0.0,1.0,6.3,3.0,20,0,0,1,0,0,1
1,1.7,10.5,1.0,3.05,15.35,14.0,7,0,0,1,0,0,1
4,2.7,12.0,0.0,1.5,14.3,13.0,4,0,0,1,0,0,2
2,3.12,13.5,1.0,0.0,15.3,18.0,15,0,0,1,0,0,1
6,2.32,11.0,1.0,1.5,14.3,13.0,21,0,0,1,0,0,0
1,1.6,11.5,0.0,0.0,12.3,17.000000000000004,29,0,0,1,0,0,1
2,0.8,5.5,0.5,1.7,8.5,5.0,29,0,0,1,0,0,1
4,1.29,7.5,1.0,1.0,10.3,8.000000000000002,23,0,0,1,0,0,2
1,5.0,20.5,0.5,0.0,21.8,26.0,30,0,0,1,0,0,1
1,5.26,17.5,1.0,3.86,23.16,16.000000000000004,29,0,0,1,0,0,1
1,4.48,20.0,1.0,0.0,21.8,26.0,7,0,0,1,0,0,1
2,1.72,10.5,0.0,0.0,11.3,15.0,28,0,0,1,0,0,1
1,0.91,6.0,0.5,1.3,8.6,6.0,17,0,0,1,0,0,1
1,1.3,7.0,0.0,0.0,7.8,8.000000000000002,20,0,0,1,0,0,1
1,0.21,3.0,0.0,0.0,3.8,2.0000000000000004,20,0,0,1,0,0,1
2,1.26,7.0,1.0,1.0,9.8,7.0,9,0,0,1,0,0,1
1,3.3,14.0,0.0,2.96,17.76,17.000000000000004,23,0,0,1,0,0,1
1,1.17,7.0,0.5,0.0,8.3,7.0,16,0,0,1,0,0,1
1,3.15,16.0,0.0,3.2,20.0,22.0,20,0,0,1,0,0,1
1,1.74,8.5,0.0,1.86,11.16,9.0,29,0,0,1,0,0,1
1,0.57,4.0,0.5,0.9,6.2,3.0,10,0,0,1,0,0,1
1,2.6,9.5,0.5,1.0,11.8,7.0,8,0,0,1,0,0,1
1,2.9,13.0,0.0,0.0,13.8,16.000000000000004,9,0,0,1,0,0,1
2,5.53,19.0,0.0,0.0,19.8,20.0,2,0,0,1,0,0,1
1,1.0,5.0,0.0,1.15,6.95,2.0000000000000004,2,0,0,1,0,0,1
2,1.9,8.5,0.5,1.0,10.8,9.0,19,1,0,1,0,0,1
3,1.94,8.5,0.5,1.0,10.8,7.0,21,0,0,1,0,0,2
1,1.2,6.5,0.0,0.0,7.3,6.0,17,0,0,1,0,0,1
1,1.01,6.5,0.0,1.3,8.6,8.000000000000002,16,0,0,1,0,0,1
2,0.77,5.0,0.0,1.25,7.05,5.0,17,0,0,1,0,0,1
1,2.6,12.5,0.0,3.12,16.42,17.000000000000004,17,0,0,1,0,0,1
1,3.0,11.5,0.5,0.0,12.8,12.0,12,0,0,1,0,0,1
1,1.53,8.5,0.0,0.0,9.3,10.0,2,0,0,1,0,0,1
1,2.0,9.0,0.5,2.05,12.35,8.000000000000002,15,0,0,1,0,0,1
2,0.6,4.0,0.0,0.95,5.75,2.0000000000000004,4,0,0,1,0,0,1
2,18.3,52.0,0.0,14.5,72.63,31.000000000000004,20,0,0,1,0,0,1
1,0.4,3.5,1.0,1.06,6.36,2.0000000000000004,9,0,0,1,0,0,1
1,1.27,7.5,0.5,2.4,11.2,8.000000000000002,17,0,0,1,0,0,1
1,1.72,7.5,0.0,0.0,8.3,7.0,14,0,0,1,0,0,1
1,0.63,4.0,0.5,0.9,6.2,2.0000000000000004,28,0,0,1,0,0,1
1,2.26,12.0,0.0,0.0,12.8,17.000000000000004,19,1,0,1,0,0,1
2,0.74,4.5,0.0,0.0,5.3,3.0,28,0,0,1,0,0,1
1,2.7,11.5,0.5,0.0,12.8,13.0,22,0,0,1,0,0,1
1,1.01,8.5,0.0,0.0,9.3,12.0,16,0,0,1,0,0,1
1,2.0,10.5,1.0,0.0,12.3,12.0,5,0,0,1,0,0,1
1,4.3,15.0,0.0,0.0,15.8,14.0,31,0,0,1,0,0,1
6,1.71,8.0,0.0,2.4,11.2,8.000000000000002,19,1,0,1,0,0,0
3,2.52,13.5,0.0,2.5,16.8,19.0,19,1,0,1,0,0,2
1,4.4,15.0,0.5,0.0,16.3,1427.0,1,1,0,1,0,0,1
1,0.5,5.0,0.0,1.15,6.95,5.0,28,0,0,1,0,0,1
6,3.25,12.5,0.5,0.0,13.8,13.0,3,0,0,1,0,0,0
1,2.78,13.0,0.0,3.25,17.05,16.000000000000004,3,0,0,1,0,0,1
1,1.5,7.5,0.0,0.0,8.3,8.000000000000002,4,0,0,1,0,0,1
2,1.4,7.5,1.0,1.0,10.3,8.000000000000002,2,0,0,1,0,0,1
1,2.82,12.5,0.0,1.0,14.3,13.0,10,0,0,1,0,0,1
1,0.4,3.5,0.5,0.95,5.75,1.0000000000000002,18,0,0,1,0,0,1
1,4.6,17.0,0.0,2.0,19.8,19.0,22,0,0,1,0,0,1
1,1.8,8.5,0.0,1.8,11.1,11.0,21,0,0,1,0,0,1
