passenger_count,trip_distance,pickup_location,fare_amount,extra,tip_amount,total_amount,duration,pickupday,demand
1,1.2,Midtown,6.0,0.0,0.0,6.8,7.0,23,low
1,0.8,Midtown,7.5,0.0,1.65,9.95,9.0,22,low
1,2.9,Midtown,14.0,0.0,2.95,17.75,19.0,6,low
2,2.9,Midtown,11.0,0.0,2.36,14.16,11.0,14,low
2,1.88,Midtown,10.0,0.0,0.0,10.8,12.0,19,low
1,1.1,Midtown,7.5,0.0,0.0,8.3,9.0,4,low
1,0.9,Midtown,7.5,0.0,0.0,8.3,9.0,14,low
2,1.03,Midtown,11.0,0.0,1.5,13.3,16.000000000000004,29,low
4,3.2,Midtown,13.0,0.0,2.7,16.5,13.0,4,medium
1,1.2,Midtown,6.5,0.0,0.0,7.3,7.0,4,low
1,1.3,Midtown,7.5,0.0,0.0,8.3,8.000000000000002,1,low
5,1.09,Midtown,6.0,0.0,1.8,8.6,5.0,13,high
2,2.19,Midtown,9.0,0.0,0.0,9.8,10.0,24,low
1,1.7,Midtown,9.0,1.0,2.15,12.95,11.0,14,low
1,0.6,Midtown,4.0,1.0,1.45,7.25,3.0,12,low
1,1.04,Midtown,9.5,0.0,1.9,12.2,14.0,6,low
1,0.66,Midtown,5.5,1.0,1.46,8.76,6.0,30,low
5,2.73,Midtown,14.5,0.0,0.0,15.3,20.0,23,high
2,1.61,Midtown,7.5,0.0,1.0,9.3,8.000000000000002,24,low
1,9.67,Midtown,29.0,0.5,2.0,32.3,21.0,22,low
1,1.8,Midtown,8.0,0.5,1.86,11.16,9.0,25,low
1,2.04,Midtown,10.5,0.5,3.3,15.1,14.0,23,low
1,0.2,Midtown,4.0,1.0,0.0,5.8,3.0,6,low
6,0.69,Midtown,4.5,0.5,0.0,5.8,4.000000000000001,11,high
1,7.56,Midtown,27.5,1.0,0.0,29.3,32.00000000000001,15,low
1,2.9,Midtown,12.0,1.0,2.0,15.8,14.0,6,low
1,4.2,Midtown,14.0,0.5,4.55,19.85,12.0,17,low
1,0.9,Midtown,6.0,1.0,1.95,9.75,6.0,6,low
1,3.5,Midtown,14.0,0.5,2.9,18.2,18.0,20,low
2,1.12,Midtown,6.0,0.0,1.0,7.8,6.0,24,low
1,1.0,Midtown,6.5,0.0,1.45,8.75,7.0,10,low
1,0.4,Midtown,4.0,0.0,0.0,4.8,3.0,10,low
1,12.5,Midtown,34.5,0.0,7.06,42.36,28.0,18,low
2,1.8,Midtown,8.5,0.0,0.0,9.3,8.000000000000002,18,low
1,1.9,Midtown,9.5,0.0,1.0,11.3,11.0,29,low
1,1.1,Midtown,6.0,1.0,1.95,9.75,6.0,14,low
4,2.4,Midtown,9.5,0.5,1.2,12.0,9.0,1,medium
1,0.4,Midtown,6.5,0.0,0.0,7.3,8.000000000000002,23,low
1,0.2,Midtown,5.0,0.0,0.0,5.8,6.0,29,low
2,1.9,Midtown,12.0,0.0,2.56,15.36,17.000000000000004,20,low
1,10.5,Midtown,31.0,0.5,0.0,32.3,24.0,7,low
5,0.72,Midtown,8.0,0.0,0.0,8.8,10.0,15,high
5,2.46,Midtown,11.5,0.0,1.0,13.3,13.0,11,high
1,1.31,Midtown,8.0,0.0,0.0,8.8,8.000000000000002,11,low
1,1.04,Midtown,9.0,0.0,0.0,9.8,14.0,18,low
6,5.21,Midtown,19.5,0.0,4.06,24.36,22.0,24,high
1,0.7,Midtown,5.5,0.0,0.0,6.3,5.0,7,low
5,1.22,Midtown,6.0,0.5,0.0,7.3,5.0,1,high
1,1.23,Midtown,10.0,0.0,2.0,12.8,15.0,8,low
1,11.9,Midtown,38.0,0.5,0.0,39.3,41.0,12,low
1,1.5,Midtown,10.0,0.0,0.0,10.8,13.0,7,low
1,1.06,Midtown,7.5,1.0,0.0,9.3,8.000000000000002,13,low
1,0.6,Midtown,4.0,0.5,1.0,6.3,2.0000000000000004,5,low
2,1.64,Midtown,8.0,0.0,0.0,8.8,8.000000000000002,18,low
1,1.09,Midtown,7.5,0.0,1.5,9.8,11.0,11,low
5,0.39,Midtown,4.0,1.0,1.0,6.8,3.0,8,high
1,1.37,Midtown,13.0,0.0,3.25,17.05,20.0,14,low
2,0.09,Midtown,3.5,0.5,0.0,4.8,2.0000000000000004,1,low
1,1.51,Midtown,8.5,1.0,1.9,12.2,10.0,15,low
3,2.0,Midtown,12.0,0.0,0.0,12.8,17.000000000000004,17,medium
1,1.94,Midtown,9.0,0.0,0.0,9.8,9.0,19,low
1,0.7,Midtown,6.5,1.0,0.0,8.3,7.0,7,low
3,0.8,Midtown,5.0,0.5,1.25,7.55,4.000000000000001,3,medium
6,3.66,Midtown,15.5,0.5,0.0,16.8,20.0,31,high
1,8.0,Midtown,23.5,0.5,4.95,29.75,14.0,5,low
1,1.0,Midtown,7.0,0.5,0.0,8.3,8.000000000000002,12,low
1,1.12,Midtown,7.0,0.0,0.0,7.8,8.000000000000002,17,low
1,1.2,Midtown,7.0,1.0,0.0,8.8,7.0,29,low
2,1.6,Midtown,9.5,0.0,2.06,12.36,11.0,29,low
1,16.7,Midtown,52.0,0.0,14.5,72.63,52.0,29,low
1,0.6,Midtown,5.0,0.0,2.0,7.8,5.0,5,low
5,0.46,Midtown,3.5,0.5,1.2,6.0,1.0000000000000002,6,high
1,1.78,Midtown,8.5,0.0,0.0,9.3,11.0,11,low
1,2.07,Midtown,11.0,1.0,0.0,12.8,15.0,2,low
1,1.17,Midtown,8.5,0.0,1.86,11.16,11.0,30,low
1,0.94,Midtown,5.5,0.0,1.65,7.95,5.0,17,low
6,2.59,Midtown,18.5,0.0,0.0,19.3,31.000000000000004,7,high
1,9.9,Midtown,35.5,0.0,10.0,51.63,41.0,16,low
2,3.2,Midtown,13.0,0.0,3.0,16.8,15.0,27,low
2,1.5,Midtown,10.2,0.0,2.2,13.2,14.0,2,low
1,2.54,Midtown,10.0,0.5,2.62,13.92,10.0,3,low
1,0.5,Midtown,6.0,1.0,1.56,9.36,7.0,15,low
5,0.78,Midtown,9.5,0.0,1.5,11.8,13.0,21,high
1,2.2,Midtown,9.0,1.0,2.15,12.95,9.0,15,low
1,1.19,Midtown,10.5,0.5,0.0,11.8,15.0,23,low
1,5.5,Midtown,21.5,0.0,4.46,26.76,21.0,13,low
1,2.1,Midtown,8.5,0.5,1.2,11.0,9.0,21,low
5,0.75,Midtown,5.5,0.0,1.65,7.95,5.0,13,high
1,3.65,Midtown,25.5,0.0,5.0,31.3,44.0,26,low
1,5.38,Midtown,24.0,0.0,4.96,29.76,30.0,30,low
1,1.17,Midtown,6.0,0.5,0.0,7.3,4.000000000000001,3,low
1,0.78,Midtown,6.0,0.0,1.2,8.0,7.0,10,low
2,0.46,Midtown,5.5,0.0,0.0,6.3,6.0,31,low
1,4.11,Midtown,17.0,0.0,3.56,21.36,20.0,28,low
2,6.5,Midtown,21.0,0.0,0.0,21.8,17.000000000000004,2,low
2,2.25,Midtown,9.5,0.5,3.0,13.8,10.0,6,low
6,1.13,Midtown,8.0,0.0,0.0,8.8,10.0,7,high
1,2.4,Midtown,11.5,0.0,0.0,12.3,16.000000000000004,18,low
2,1.9,Midtown,12.5,1.0,0.0,14.3,19.0,29,low
1,9.9,Midtown,28.5,1.0,7.1,42.73,20.0,29,low
1,1.4,Midtown,9.5,0.0,2.06,12.36,13.0,8,low
1,0.48,Midtown,4.5,0.5,0.0,5.8,4.000000000000001,2,low
1,1.5,Midtown,7.5,0.5,1.0,9.8,8.000000000000002,1,low
1,1.2,Midtown,5.5,0.5,0.0,6.8,4.000000000000001,3,low
2,0.7,Midtown,7.5,0.0,1.65,9.95,9.0,13,low
2,6.09,Midtown,21.5,0.0,4.3,26.6,23.0,18,low
1,1.0,Midtown,9.0,0.0,0.0,9.8,13.0,18,low
1,2.3,Midtown,11.0,0.5,0.0,12.3,13.0,29,low
1,2.6,Midtown,12.5,0.5,2.76,16.56,15.0,11,low
1,0.43,Midtown,4.0,1.0,0.0,5.8,3.0,14,low
2,1.12,Midtown,9.5,0.0,1.9,12.2,13.0,14,low
5,0.46,Midtown,4.0,0.0,0.0,4.8,3.0,13,high
1,1.1,Midtown,8.5,0.0,1.7,11.0,11.0,12,low
1,1.18,Midtown,7.0,0.0,0.0,7.8,9.0,13,low
1,0.53,Midtown,5.0,1.0,0.0,6.8,5.0,15,low
1,0.1,Midtown,2.5,0.0,0.65,3.95,1.0000000000000002,30,low
2,1.9,Midtown,10.0,0.0,2.7,13.5,12.0,30,low
1,1.5,Midtown,8.5,0.5,2.45,12.25,10.0,18,low
2,2.33,Midtown,13.5,0.0,0.0,14.3,19.0,17,low
1,1.3,Midtown,8.0,1.0,2.45,12.25,10.0,8,low
1,1.1,Midtown,7.0,1.0,2.2,11.0,9.0,13,low
1,3.1,Midtown,14.0,1.0,0.0,15.8,21.0,30,low
1,2.47,Midtown,9.5,0.5,2.0,12.8,10.0,14,low
1,0.8,Midtown,6.5,1.0,1.65,9.95,8.000000000000002,8,low
5,12.01,Midtown,34.5,0.5,0.0,35.8,24.0,9,high
1,0.45,Midtown,4.0,0.0,0.0,4.8,4.000000000000001,18,low
1,1.42,Midtown,9.5,0.0,1.9,12.2,13.0,30,low
1,1.9,Midtown,11.5,0.0,0.0,12.3,16.000000000000004,22,low
1,3.54,Midtown,13.0,1.0,0.0,14.8,13.0,5,low
2,2.86,Midtown,11.5,0.5,3.0,15.8,12.0,6,low
1,10.4,Midtown,31.5,0.5,2.8,35.6,23.0,3,low
1,5.3,Midtown,17.0,0.0,2.0,19.8,11.0,6,low
1,4.2,Midtown,15.5,0.5,4.2,21.0,16.000000000000004,8,low
1,0.97,Midtown,6.0,0.0,0.0,6.8,6.0,23,low
1,0.84,Midtown,6.0,0.5,0.0,7.3,6.0,27,low
1,3.0,Midtown,16.0,0.0,5.0,21.8,24.0,22,low
1,13.1,Midtown,38.5,0.5,0.0,39.8,31.000000000000004,8,low
1,2.3,Midtown,11.5,1.0,2.0,15.3,16.000000000000004,21,low
1,3.02,Midtown,16.5,0.0,3.3,20.6,22.0,5,low
1,3.33,Midtown,12.5,0.5,0.0,13.8,14.0,5,low
1,2.1,Midtown,10.5,0.0,2.25,13.55,13.0,31,low
3,0.97,Midtown,5.5,0.0,1.1,7.4,5.0,15,medium
1,1.85,Midtown,9.5,0.0,1.0,11.3,12.0,17,low
1,0.7,Midtown,6.0,0.0,0.0,6.8,6.0,14,low
2,2.67,Midtown,11.0,0.5,2.3,14.6,11.0,7,low
1,2.0,Midtown,11.0,0.0,2.35,14.15,15.0,28,low
2,0.56,Midtown,5.0,1.0,1.0,7.8,5.0,29,low
5,0.76,Midtown,4.5,0.5,1.0,6.8,2.0000000000000004,16,high
1,0.83,Midtown,5.5,0.5,1.0,7.8,6.0,23,low
1,4.0,Midtown,15.0,0.0,0.0,15.8,18.0,1,low
1,1.85,Midtown,8.0,0.0,2.2,11.0,8.000000000000002,19,low
1,1.1,Midtown,7.0,1.0,0.0,8.8,8.000000000000002,12,low
1,0.91,Midtown,8.0,0.0,1.76,10.56,10.0,22,low
2,1.18,Midtown,9.5,0.0,0.0,10.3,13.0,24,low
1,0.7,Midtown,4.5,0.5,0.0,5.8,3.0,30,low
1,1.2,Midtown,8.5,1.0,0.0,10.3,11.0,9,low
2,2.16,Midtown,10.0,0.0,0.0,10.8,10.0,3,low
1,1.7,Midtown,9.5,0.5,2.15,12.95,13.0,30,low
1,1.51,Midtown,8.5,1.0,2.85,13.15,10.0,7,low
1,1.2,Midtown,5.5,1.0,2.5,9.8,5.0,6,low
6,1.8,Midtown,9.0,0.5,0.0,10.3,9.0,13,high
1,1.9,Midtown,9.0,0.0,2.45,12.25,9.0,19,low
1,2.2,Midtown,12.5,1.0,2.0,16.3,17.000000000000004,9,low
3,4.1,Midtown,16.5,0.0,0.0,17.3,19.0,25,medium
1,1.0,Midtown,6.0,0.0,1.36,8.16,6.0,19,low
1,1.2,Midtown,7.5,1.0,0.0,9.3,9.0,23,low
3,6.48,Midtown,19.0,0.5,2.5,22.8,11.0,8,medium
1,1.9,Midtown,9.0,0.5,0.0,10.3,10.0,8,low
1,0.9,Midtown,5.0,0.0,1.15,6.95,4.000000000000001,1,low
1,2.89,Midtown,13.0,1.0,4.2,19.0,17.000000000000004,8,low
1,1.24,Midtown,11.0,0.0,0.0,11.8,16.000000000000004,3,low
1,1.06,Midtown,8.5,0.0,1.7,11.0,12.0,14,low
1,1.38,Midtown,6.5,1.0,1.0,9.3,6.0,27,low
1,0.6,Midtown,4.0,0.0,0.0,4.8,2.0000000000000004,17,low
1,1.83,Midtown,8.5,0.0,0.0,9.3,9.0,19,low
2,1.9,Midtown,9.0,0.5,2.05,12.35,10.0,16,low
1,2.2,Midtown,11.5,0.5,3.8,16.6,15.0,16,low
3,1.9,Midtown,9.5,0.5,2.16,12.96,10.0,16,medium
2,1.9,Midtown,9.5,0.5,0.0,10.8,11.0,1,low
1,0.83,Midtown,5.5,0.0,0.0,6.3,7.0,9,low
5,0.52,Midtown,4.5,0.5,1.0,6.8,4.000000000000001,15,high
2,1.86,Midtown,11.0,0.0,3.0,14.8,16.000000000000004,29,low
6,5.24,Midtown,18.5,0.0,3.7,23.0,18.0,16,high
2,0.89,Midtown,5.5,0.0,1.0,7.3,5.0,17,low
3,2.71,Midtown,16.0,0.0,3.2,20.0,24.0,30,medium
1,0.6,Midtown,4.0,0.0,0.8,5.6,3.0,30,low
2,0.65,Midtown,5.0,0.0,0.0,5.8,4.000000000000001,11,low
1,1.5,Midtown,7.5,0.5,1.6,10.4,9.0,17,low
1,1.41,Midtown,8.0,0.0,2.0,10.8,9.0,15,low
1,1.16,Midtown,7.5,0.0,2.25,10.55,8.000000000000002,8,low
1,2.1,Midtown,8.5,0.5,1.95,11.75,8.000000000000002,22,low
1,11.1,Midtown,31.0,0.0,0.0,37.13,19.0,2,low
1,0.64,Midtown,4.5,0.0,0.9,6.2,4.000000000000001,8,low
2,1.37,Midtown,10.0,0.0,1.0,11.8,14.0,8,low
6,2.43,Midtown,10.0,0.0,2.5,13.3,10.0,17,high
1,0.93,Midtown,5.5,0.0,0.0,6.3,5.0,20,low
1,0.68,Midtown,5.0,0.5,0.0,6.3,5.0,2,low
1,2.6,Midtown,11.0,0.5,2.45,14.75,11.0,20,low
1,3.5,Midtown,13.0,0.5,0.0,14.3,12.0,31,low
1,1.4,Midtown,7.7,1.0,3.0,12.5,8.000000000000002,2,low
1,1.63,Midtown,8.0,0.5,0.0,9.3,9.0,8,low
1,0.0,Midtown,12.5,1.0,0.0,14.3,14.0,14,low
1,2.8,Midtown,12.5,0.5,4.14,17.94,16.000000000000004,22,low
1,6.1,Midtown,31.5,1.0,8.32,41.62,46.0,14,low
1,1.3,Midtown,8.0,0.0,0.0,8.8,9.0,5,low
2,1.25,Midtown,6.5,1.0,1.66,9.96,7.0,26,low
1,2.94,Midtown,12.0,0.0,2.4,15.2,14.0,4,low
2,0.74,Midtown,5.0,1.0,1.2,8.0,4.000000000000001,20,low
1,3.1,Midtown,10.5,0.0,1.0,12.3,9.0,3,low
2,1.41,Midtown,7.5,0.0,0.0,8.3,8.000000000000002,10,low
2,1.6,Midtown,11.5,0.0,2.0,14.3,17.000000000000004,20,low
6,2.19,Midtown,12.5,0.0,3.75,17.05,17.000000000000004,19,high
1,0.89,Midtown,6.5,0.0,1.0,8.3,7.0,16,low
6,2.49,Midtown,9.5,0.5,2.0,12.8,9.0,14,high
2,1.1,Midtown,5.5,0.5,0.0,6.8,4.000000000000001,11,low
5,1.09,Midtown,7.5,0.5,0.0,8.8,9.0,15,high
1,4.85,Midtown,25.0,0.0,0.0,25.8,37.0,22,low
1,1.84,Midtown,12.0,0.0,1.5,14.3,17.000000000000004,22,low
1,0.7,Midtown,6.0,1.0,1.56,9.36,6.0,15,low
1,0.5,Midtown,4.5,0.5,1.0,6.8,4.000000000000001,14,low
2,1.41,Midtown,8.0,1.0,1.96,11.76,11.0,23,low
0,1.0,Midtown,6.5,0.0,1.45,8.75,7.0,23,low
3,2.35,Midtown,9.5,0.0,2.58,12.88,10.0,27,medium
1,1.29,Midtown,6.5,0.5,1.4,9.2,6.0,4,low
1,0.2,Midtown,3.5,0.0,0.0,4.3,1.0000000000000002,10,low
1,2.25,Midtown,10.0,0.5,0.0,11.3,11.0,20,low
6,0.3,Midtown,4.0,0.5,1.12,6.42,3.0,6,high
1,0.74,Midtown,5.5,0.0,1.26,7.56,5.0,24,low
2,8.26,Midtown,27.0,0.0,5.4,33.2,23.0,7,low
1,1.6,Midtown,10.0,0.0,1.0,11.8,12.0,23,low
2,10.0,Midtown,33.5,0.0,7.9,47.53,33.00000000000001,23,low
1,2.2,Midtown,9.0,0.0,0.0,9.8,9.0,24,low
1,1.9,Midtown,9.5,0.0,1.0,11.3,12.0,10,low
1,1.5,Midtown,7.0,1.0,2.2,11.0,7.0,12,low
1,0.9,Midtown,8.5,0.0,1.85,11.15,12.0,29,low
1,4.1,Midtown,18.0,0.0,0.0,18.8,21.0,30,low
1,3.62,Midtown,13.5,0.5,3.0,17.8,15.0,6,low
3,0.9,Midtown,8.5,0.0,1.85,11.15,11.0,13,medium
1,8.75,Midtown,36.5,1.0,4.0,42.3,48.0,15,low
2,2.2,Midtown,8.0,0.5,0.0,9.3,5.0,21,low
1,1.0,Midtown,6.5,0.0,1.0,8.3,7.0,29,low
4,0.73,Midtown,5.0,0.0,0.0,5.8,4.000000000000001,21,medium
1,1.19,Midtown,8.0,0.5,0.0,9.3,9.0,24,low
1,1.6,Midtown,8.0,0.0,0.0,8.8,8.000000000000002,5,low
1,0.47,Midtown,4.0,0.5,0.0,5.3,2.0000000000000004,23,low
1,1.3,Midtown,6.5,0.5,1.55,9.35,5.0,18,low
1,1.3,Midtown,7.0,0.0,1.0,8.8,7.0,13,low
5,5.94,Midtown,20.0,1.0,2.0,23.8,19.0,16,high
1,1.1,Midtown,15.5,1.0,0.0,17.3,26.0,13,low
1,0.2,Midtown,3.0,0.0,1.5,5.3,2.0000000000000004,23,low
1,2.97,Midtown,14.0,0.5,2.9,18.2,18.0,11,low
1,0.4,Midtown,4.0,0.0,1.2,6.0,3.0,26,low
1,2.4,Midtown,11.0,1.0,1.5,14.3,13.0,13,low
4,0.78,Midtown,5.5,0.0,0.0,6.3,6.0,22,medium
1,2.8,Midtown,13.5,0.0,2.85,17.15,18.0,26,low
1,0.9,Midtown,7.5,0.0,1.65,9.95,10.0,5,low
4,1.43,Midtown,7.5,0.0,1.88,10.18,9.0,13,medium
1,0.7,Midtown,4.5,0.5,1.0,6.8,3.0,24,low
5,0.71,Midtown,4.5,0.5,0.95,6.75,4.000000000000001,12,high
1,2.04,Midtown,15.5,0.0,0.0,16.3,25.0,7,low
1,1.8,Midtown,8.0,0.5,1.85,11.15,9.0,13,low
1,2.3,Midtown,9.5,0.0,2.06,12.36,8.000000000000002,26,low
1,7.5,Midtown,26.0,0.5,3.3,30.6,30.0,24,low
1,1.73,Midtown,9.0,0.0,1.8,11.6,11.0,14,low
1,0.6,Midtown,5.5,1.0,0.0,7.3,5.0,7,low
5,2.33,Midtown,10.0,0.0,0.0,10.8,11.0,18,high
1,0.87,Midtown,7.5,0.0,2.25,10.55,10.0,9,low
1,3.4,Midtown,16.5,0.0,0.0,17.3,25.0,6,low
5,0.77,Midtown,5.5,0.0,0.0,6.3,6.0,11,high
3,0.99,Midtown,6.0,0.0,1.2,8.0,7.0,14,medium
1,1.27,Midtown,7.5,0.0,0.0,8.3,9.0,14,low
2,0.6,Midtown,6.5,1.0,0.0,8.3,7.0,8,low
1,2.46,Midtown,11.5,1.0,2.0,15.3,14.0,2,low
1,1.4,Midtown,12.0,0.0,2.55,15.35,18.0,22,low
6,6.75,Midtown,21.5,0.5,0.0,22.8,18.0,27,high
1,0.5,Midtown,3.5,0.0,2.0,6.3,2.0000000000000004,14,low
1,0.9,Midtown,5.5,0.5,1.8,8.6,5.0,10,low
2,0.65,Midtown,4.5,0.5,0.0,5.8,2.0000000000000004,9,low
1,2.1,Midtown,9.0,0.0,1.96,11.76,10.0,22,low
1,0.6,Midtown,5.5,0.0,1.26,7.56,6.0,6,low
1,0.59,Midtown,6.0,1.0,1.4,9.2,7.0,13,low
5,1.07,Midtown,7.0,1.0,1.0,9.8,8.000000000000002,7,high
1,0.6,Midtown,8.0,0.0,1.5,10.3,12.0,28,low
2,5.75,Midtown,19.0,0.0,0.0,19.8,17.000000000000004,28,low
4,2.12,Midtown,10.5,0.5,2.95,14.75,11.0,29,medium
1,2.6,Midtown,12.0,0.5,2.66,15.96,16.000000000000004,10,low
1,0.6,Midtown,4.5,0.0,1.05,6.35,4.000000000000001,14,low
1,1.74,Midtown,10.0,0.0,0.0,10.8,14.0,11,low
6,2.71,Midtown,9.5,0.0,0.0,10.3,7.0,3,high
1,2.34,Midtown,8.5,0.5,2.94,12.74,7.0,28,low
1,0.3,Midtown,3.5,1.0,0.0,5.3,1.0000000000000002,6,low
1,0.7,Midtown,7.0,1.0,0.0,8.8,9.0,28,low
2,0.74,Midtown,8.5,0.0,0.0,9.3,11.0,13,low
1,1.35,Midtown,9.5,0.0,2.58,12.88,14.0,29,low
1,2.45,Midtown,10.0,0.5,0.0,11.3,10.0,5,low
1,1.6,Midtown,12.5,0.0,2.0,15.3,19.0,12,low
1,7.5,Midtown,25.0,1.0,6.4,38.53,29.0,15,low
1,0.5,Midtown,5.5,0.0,0.0,6.3,6.0,12,low
1,1.16,Midtown,8.0,0.0,2.2,11.0,11.0,26,low
1,2.6,Midtown,14.0,1.0,2.2,18.0,20.0,30,low
1,4.6,Midtown,20.5,0.0,0.0,21.3,29.0,9,low
1,3.3,Midtown,11.0,0.5,0.0,12.3,9.0,7,low
1,1.0,Midtown,5.5,0.0,1.25,7.55,3.0,7,low
1,0.65,Midtown,5.0,0.0,0.0,5.8,5.0,17,low
1,1.1,Midtown,7.0,0.0,0.0,7.8,9.0,9,low
1,0.79,Midtown,4.5,0.0,0.9,6.2,3.0,1,low
1,4.16,Midtown,14.0,0.5,2.9,18.2,13.0,16,low
1,6.72,Midtown,26.0,0.0,2.0,28.8,29.0,22,low
1,3.89,Midtown,13.0,0.5,3.58,17.88,12.0,23,low
5,1.72,Midtown,8.0,0.5,0.0,9.3,9.0,9,high
6,1.51,Midtown,7.0,1.0,0.0,8.8,6.0,20,high
1,1.5,Midtown,9.5,0.0,1.0,11.3,13.0,19,low
2,1.5,Midtown,8.0,0.5,1.0,10.3,8.000000000000002,16,low
3,2.16,Midtown,8.5,0.0,1.7,11.0,7.0,17,medium
5,2.82,Midtown,12.5,1.0,2.7,17.0,16.000000000000004,15,high
1,0.99,Midtown,7.5,1.0,1.7,11.0,9.0,13,low
1,1.6,Midtown,7.5,0.0,0.0,8.3,8.000000000000002,19,low
1,3.25,Midtown,13.0,1.0,2.8,17.6,15.0,14,low
2,0.86,Midtown,5.0,0.0,0.0,5.8,5.0,8,low
2,0.34,Midtown,3.5,0.0,0.0,4.3,3.0,8,low
1,3.4,Midtown,15.0,1.0,4.2,21.0,18.0,28,low
1,12.26,Midtown,37.0,0.0,0.0,43.13,33.00000000000001,22,low
1,1.5,Midtown,8.5,0.5,2.45,12.25,10.0,20,low
1,2.18,Midtown,10.0,0.0,0.0,10.8,12.0,21,low
1,2.0,Midtown,11.0,0.0,2.35,14.15,16.000000000000004,28,low
1,0.8,Midtown,5.5,0.5,1.7,8.5,5.0,20,low
1,5.04,Midtown,19.5,1.0,4.1,25.4,27.0,20,low
1,17.3,Midtown,68.0,1.0,5.0,90.8,38.0,14,low
4,2.44,Midtown,10.0,0.0,2.2,13.0,11.0,17,medium
1,0.81,Midtown,6.5,0.0,0.0,7.3,8.000000000000002,25,low
1,5.21,Midtown,18.5,0.0,0.0,19.3,21.0,25,low
6,1.05,Midtown,7.0,0.0,1.4,9.2,8.000000000000002,20,high
5,1.12,Midtown,5.5,0.5,0.0,6.8,5.0,27,high
5,1.46,Midtown,7.5,0.0,1.5,9.8,9.0,8,high
1,4.0,Midtown,19.0,1.0,4.1,24.9,27.0,15,low
1,0.9,Midtown,6.5,0.0,0.0,7.3,7.0,31,low
4,5.33,Midtown,20.0,0.5,4.1,25.4,23.0,14,medium
1,2.6,Midtown,11.5,0.5,3.2,16.0,12.0,24,low
2,11.52,Midtown,40.0,0.5,0.0,46.63,49.0,12,low
1,1.28,Midtown,9.0,0.0,2.25,12.05,13.0,8,low
1,1.9,Midtown,9.5,0.0,0.0,10.3,11.0,19,low
1,1.1,Midtown,5.5,0.0,0.0,6.3,4.000000000000001,19,low
1,1.82,Midtown,10.5,0.0,0.0,11.3,14.0,12,low
3,0.69,Midtown,6.0,0.5,0.0,7.3,7.0,1,medium
2,1.59,Midtown,7.5,0.5,0.0,8.8,7.0,22,low
1,3.9,Midtown,16.0,0.0,0.0,16.8,17.000000000000004,15,low
1,1.2,Midtown,6.5,0.0,0.0,7.3,6.0,24,low
1,1.9,Midtown,10.0,0.0,0.0,10.8,12.0,15,low
6,0.38,Midtown,5.0,0.0,1.0,6.8,5.0,22,high
1,2.63,Midtown,12.0,0.0,2.4,15.2,16.000000000000004,17,low
1,1.6,Midtown,9.0,0.0,1.0,10.8,11.0,18,low
1,1.73,Midtown,9.5,1.0,1.7,13.0,12.0,5,low
1,0.46,Midtown,4.0,0.0,0.0,4.8,3.0,21,low
1,1.2,Midtown,6.0,0.0,1.35,8.15,6.0,17,low
1,1.4,Midtown,7.5,0.0,1.66,9.96,8.000000000000002,17,low
5,0.35,Midtown,7.5,0.0,0.0,8.3,10.0,24,high
1,2.3,Midtown,10.5,0.0,3.35,14.65,12.0,30,low
1,0.9,Midtown,8.0,0.0,1.76,10.56,10.0,13,low
5,0.17,Midtown,5.0,0.0,0.0,5.8,5.0,15,high
2,0.78,Midtown,5.0,0.5,0.0,6.3,4.000000000000001,3,low
3,2.0,Midtown,10.0,0.5,0.1,11.4,12.0,3,medium
1,0.6,Midtown,5.0,1.0,0.0,6.8,5.0,23,low
1,4.8,Midtown,17.0,0.5,3.0,21.3,15.0,28,low
2,4.1,Midtown,16.0,0.5,3.45,20.75,16.000000000000004,21,low
6,1.6,Midtown,7.0,0.5,0.0,8.3,6.0,30,high
1,1.8,Midtown,9.5,1.0,1.0,12.3,12.0,23,low
1,2.01,Midtown,8.0,0.5,0.0,9.3,8.000000000000002,3,low
1,1.89,Midtown,8.5,0.0,0.0,9.3,8.000000000000002,5,low
1,3.21,Midtown,13.5,0.5,1.2,16.0,15.0,21,low
2,0.66,Midtown,4.5,0.0,0.9,6.2,3.0,9,low
5,1.02,Midtown,7.0,0.0,1.56,9.36,9.0,24,high
1,3.0,Midtown,13.0,0.5,1.5,15.8,14.0,23,low
3,1.1,Midtown,7.0,0.0,0.0,7.8,8.000000000000002,1,medium
1,1.5,Midtown,9.5,1.0,2.8,14.1,13.0,16,low
1,0.7,Midtown,7.0,0.0,1.56,9.36,9.0,21,low
1,0.28,Midtown,3.5,1.0,0.9,6.2,2.0000000000000004,13,low
4,1.13,Midtown,9.0,0.0,1.8,11.6,12.0,15,medium
1,0.7,Midtown,4.5,0.0,0.0,5.3,4.000000000000001,8,low
1,3.26,Midtown,14.5,1.0,2.0,18.3,20.0,29,low
1,1.2,Midtown,7.5,1.0,0.0,9.3,8.000000000000002,9,low
1,1.8,Midtown,8.0,1.0,0.0,9.8,9.0,30,low
1,1.98,Midtown,12.5,0.0,2.66,15.96,18.0,30,low
1,0.7,Midtown,4.5,1.0,1.26,7.56,3.0,9,low
1,0.66,Midtown,5.5,1.0,0.0,7.3,6.0,9,low
1,5.8,Midtown,21.5,0.5,5.7,28.5,22.0,19,low
1,0.9,Midtown,8.0,0.0,0.0,8.8,10.0,16,low
2,18.06,Midtown,52.0,0.0,11.47,69.6,31.000000000000004,4,low
